bot_system,bot_version,bot_country,capture_date,is_movie,offer_type,series_title,season_number,episode_number,program_title,provider_release_date,provider_cease_date,viewable_runtime,maturity_rating,original_language,series_url,program_url,series_source_id,source_id,provider_original
trutv,1.0.0,US,05/08/2020,0,TVE,Talk Show the Game Show,1,25,"Anders Holm, Lennon Parham, Seaton Smith",05/01/2020,06/19/2020,1472,TV-14,en,http://www.trutv.com/shows/talk-show-the-game-show,http://www.trutv.com/shows/talk-show-the-game-show/season-1/episode-25/anders-holm-lennon-parham-seaton-smith,2111554,2152874,0
trutv,1.0.0,US,05/08/2020,0,TVE,Talk Show the Game Show,1,26,"Heather Dubrow, Tone Bell, Maribeth Monroe",05/01/2020,06/19/2020,1472,TV-14,en,http://www.trutv.com/shows/talk-show-the-game-show,http://www.trutv.com/shows/talk-show-the-game-show/season-1/episode-26/heather-dubrow-tone-bell-maribeth-monroe,2111554,2152886,0
trutv,1.0.0,US,05/08/2020,0,TVE,Talk Show the Game Show,1,27,"Wanda Skyes, Lauren Ash, Nico Santos",05/01/2020,06/19/2020,1472,TV-14,en,http://www.trutv.com/shows/talk-show-the-game-show,http://www.trutv.com/shows/talk-show-the-game-show/season-1/episode-27/wanda-skyes-lauren-ash-nico-santos,2111554,2152878,0
trutv,1.0.0,US,05/08/2020,0,TVE,Talk Show the Game Show,1,28,"Loni Love, Andy Bell, and Nicole Sullivan",05/01/2020,06/19/2020,1472,TV-14,en,http://www.trutv.com/shows/talk-show-the-game-show,http://www.trutv.com/shows/talk-show-the-game-show/season-1/episode-28/loni-love-andy-bell-and-nicole-sullivan,2111554,2152882,0
trutv,1.0.0,US,05/08/2020,0,TVE,Talk Show the Game Show,1,29,"Illeana Douglas, Arturo Castro, Alec Mapa",05/01/2020,06/19/2020,1472,TV-14,en,http://www.trutv.com/shows/talk-show-the-game-show,http://www.trutv.com/shows/talk-show-the-game-show/season-1/episode-29/illeana-douglas-arturo-castro-alec-mapa,2111554,2152877,0
trutv,1.0.0,US,05/08/2020,0,TVE,Talk Show the Game Show,1,30,"Dave Holmes, Maria Thayer, Eliza Skinner",05/01/2020,06/19/2020,1472,TV-14,en,http://www.trutv.com/shows/talk-show-the-game-show,http://www.trutv.com/shows/talk-show-the-game-show/season-1/episode-30/dave-holmes-maria-thayer-eliza-skinner,2111554,2152885,0
trutv,1.0.0,US,05/08/2020,0,TVE,Talk Show the Game Show,1,31,"Natasha Leggero, Cam'ron, Wilson Cruz",05/01/2020,06/19/2020,1472,TV-14,en,http://www.trutv.com/shows/talk-show-the-game-show,http://www.trutv.com/shows/talk-show-the-game-show/season-1/episode-31/natasha-leggero-camron-wilson-cruz,2111554,2152884,0
trutv,1.0.0,US,05/08/2020,0,TVE,Talk Show the Game Show,1,32,"Jill Kargman, Judah Friedlander, Joel Kim Booster",05/01/2020,06/19/2020,1472,TV-14,en,http://www.trutv.com/shows/talk-show-the-game-show,http://www.trutv.com/shows/talk-show-the-game-show/season-1/episode-32/jill-kargman-judah-friedlander-joel-kim-booster,2111554,2152881,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,1,Goofs and Gaffes,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-1/goofs-and-gaffes,2016882,2055264,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,2,Grins and Giggles,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-2/grins-and-giggles,2016882,2055265,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,3,Worst Days Ever,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-3/worst-days-ever,2016882,2055266,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,4,Ridiculous Moments,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-4/ridiculous-moments,2016882,2055267,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,5,Hilarious Antics,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-5/hilarious-antics,2016882,2055268,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,6,Outrageous Laughs,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-6/outrageous-laughs,2016882,2055269,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,7,Big Time Blunders 2,05/01/2020,07/16/2020,1253,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-7/big-time-blunders-2,2016882,2055270,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,8,Silly Surprises,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-8/silly-surprises,2016882,2055271,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,9,Viral Vidiots,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-9/viral-vidiots,2016882,2055272,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,10,"Fails, Falls and Follies",05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-10/fails-falls-and-follies,2016882,2055273,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,11,Masters of Disasters,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-11/masters-of-disasters,2016882,2055274,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,12,Silly Behavior,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-12/silly-behavior,2016882,2055275,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,13,Fantastic Fails,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-13/fantastic-fails,2016882,2055276,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,14,Laugh Riot,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-14/laugh-riot,2016882,2055277,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,15,Fools on Parade,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-15/fools-on-parade,2016882,2055278,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,16,World Wide Whackos,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-16/world-wide-whackos,2016882,2055279,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,17,Pranks and Funny Fails,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-17/pranks-and-funny-fails,2016882,2055280,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,18,Comical Fools,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-18/comical-fools,2016882,2055281,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,19,Bungling Boneheads,05/01/2020,07/16/2020,1253,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-19/bungling-boneheads,2016882,2055282,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,20,Show Me the Funny,05/01/2020,07/16/2020,1253,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-20/show-me-the-funny,2016882,2055283,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,21,You've Got Fail,05/01/2020,07/16/2020,1254,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-21/youve-got-fail,2016882,2055284,0
trutv,1.0.0,US,05/08/2020,0,TVE,truTV Top Funniest,3,22,All Flubbed Up,05/01/2020,07/16/2020,1253,TV-14,en,http://www.trutv.com/shows/trutv-top-funniest,http://www.trutv.com/shows/trutv-top-funniest/season-3/episode-22/all-flubbed-up,2016882,2055285,0
trutv,1.0.0,US,05/08/2020,0,FREE,Paid Off with Michael Torpey,1,1,You Call This a Game Show?,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-1/you-call-this-a-game-show,2167635,2167636,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,2,"It's Brooklyn, Numbnuts!",09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-2/its-brooklyn-numbnuts,2167635,2167637,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,3,Teachers' Edition,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-3/teachers-edition,2167635,2167638,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,4,Getting High the Natural Way,09/18/2019,07/20/2020,1473,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-4/getting-high-the-natural-way,2167635,2167639,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,5,New Parents' Edition,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-5/new-parents-edition,2167635,2167640,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,6,That Guy Knows How to Have a Good Time,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-6/that-guy-knows-how-to-have-a-good-time,2167635,2167641,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,7,Better with a British Accent,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-7/better-with-a-british-accent,2167635,2167642,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,8,Too Broke to Heal,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-8/too-broke-to-heal,2167635,2167643,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,9,Can You Major in Bar Trivia?,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-9/can-you-major-in-bar-trivia,2167635,2167644,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,10,"Eat, Drink, Poke???",09/18/2019,07/20/2020,1472,TV-PG,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-10/eat-drink-poke,2167635,2167645,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,11,How Much Debt Can a Debt-chipper Chip?,09/18/2019,07/20/2020,1472,TV-PG,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-11/how-much-debt-can-a-debt-chipper-chip,2167635,2167646,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,12,Breaking Even Is the New Rich,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-12/breaking-even-is-the-new-rich,2167635,2167647,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,13,You've Got Some Mansplainin' to Do!,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-13/youve-got-some-mansplainin-to-do,2167635,2167648,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,14,I'm All Out of Gum,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-14/im-all-out-of-gum,2167635,2167649,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,15,First Generation to Grace the Halls of Higher Learning,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-15/first-generation-to-grace-the-halls-of,2167635,2167650,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,16,Who Doesn't Like Pizza?,09/18/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-16/who-doesnt-like-pizza,2167635,2167651,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,17,We're Still Screwed,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-17/were-still-screwed,2167635,2191477,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,18,Started with a Tweet,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-18/started-with-a-tweet,2167635,2191478,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,19,I am Filled with Dragon Energy,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-19/i-am-filled-with-dragon-energy,2167635,2191479,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,20,A Weird Thing to High Five About,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-20/a-weird-thing-to-high-five-about,2167635,2191480,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,21,"Houston, We Have a Tramp Stamp",09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-21/houston-we-have-a-tramp-stamp,2167635,2191481,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,22,Let 'Em Eat Cake,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-22/let-em-eat-cake,2167635,2191482,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,23,We Can Pay You in Guac,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-23/we-can-pay-you-in-guac,2167635,2191483,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,24,Too Broke to Wed,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-24/too-broke-to-wed,2167635,2191484,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,25,Student Debt: It's Not Sexy,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-25/student-debt-its-not-sexy,2167635,2191485,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,26,Do Gooders Edition,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-26/do-gooders-edition,2167635,2191486,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,27,Made in America,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-27/made-in-america,2167635,2191487,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,28,Hey! Chocolate,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-28/hey-chocolate,2167635,2191488,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,29,Back in the Nest,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-29/back-in-the-nest,2167635,2191489,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,30,"This is the U.S.A., Not the U.S.Ain't",09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-30/this-is-the-usa-not-the-usaint,2167635,2191490,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,31,You Stupid American,09/12/2019,07/20/2020,1472,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-31/you-stupid-american,2167635,2191491,0
trutv,1.0.0,US,05/08/2020,0,TVE,Paid Off with Michael Torpey,1,32,That's Some Real Grown-up S#!T,09/12/2019,07/20/2020,1473,TV-14,en,http://www.trutv.com/shows/paid-off-with-michael-torpey,http://www.trutv.com/shows/paid-off-with-michael-torpey/season-1/episode-32/thats-some-real-grown-up-st,2167635,2191492,0
trutv,1.0.0,US,05/08/2020,0,FREE,Upscale with Prentice Penny,1,1,Romance,02/02/2020,06/26/2020,1472,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-1/romance,2111330,2116212,0
trutv,1.0.0,US,05/08/2020,0,TVE,Upscale with Prentice Penny,1,2,Cooking,02/02/2020,06/26/2020,1472,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-2/cooking,2111330,2116216,0
trutv,1.0.0,US,05/08/2020,0,TVE,Upscale with Prentice Penny,1,3,Entertaining at Home,02/02/2020,06/26/2020,1472,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-3/entertaining-at-home,2111330,2116213,0
trutv,1.0.0,US,05/08/2020,0,TVE,Upscale with Prentice Penny,1,4,Health & Wellness,02/02/2020,06/26/2020,1472,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-4/health-wellness,2111330,2116218,0
trutv,1.0.0,US,05/08/2020,0,TVE,Upscale with Prentice Penny,1,5,Dressing Up,02/02/2020,06/26/2020,1473,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-5/dressing-up,2111330,2116220,0
trutv,1.0.0,US,05/08/2020,0,TVE,Upscale with Prentice Penny,1,6,Date Night,02/02/2020,06/26/2020,1472,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-6/date-night,2111330,2116217,0
trutv,1.0.0,US,05/08/2020,0,TVE,Upscale with Prentice Penny,1,7,Apologies ,02/02/2020,06/26/2020,1472,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-7/apologies,2111330,2116214,0
trutv,1.0.0,US,05/08/2020,0,TVE,Upscale with Prentice Penny,1,8,Gift Giving,02/02/2020,06/26/2020,1472,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-8/gift-giving,2111330,2116219,0
trutv,1.0.0,US,05/08/2020,0,TVE,Upscale with Prentice Penny,1,9,Day Off ,02/02/2020,06/26/2020,1472,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-9/day-off,2111330,2116215,0
trutv,1.0.0,US,05/08/2020,0,TVE,Upscale with Prentice Penny,1,10,Summer,02/02/2020,06/26/2020,1473,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-10/summer,2111330,2116221,0
trutv,1.0.0,US,05/08/2020,0,TVE,Upscale with Prentice Penny,1,11,Travel,02/02/2020,06/26/2020,1472,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-11/travel,2111330,2116223,0
trutv,1.0.0,US,05/08/2020,0,TVE,Upscale with Prentice Penny,1,12,Work Day,02/02/2020,06/26/2020,1472,TV-14,en,http://www.trutv.com/shows/upscale-with-prentice-penny,http://www.trutv.com/shows/upscale-with-prentice-penny/season-1/episode-12/work-day,2111330,2116222,0
trutv,1.0.0,US,05/08/2020,0,FREE,Chris Webber's Full Court Pranks,1,1,Nick Swisher vs. Suzanne the Fan,05/01/2020,07/24/2020,1472,TV-14,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-1/nick-swisher-vs-suzanne-the-fan,2107940,2112727,0
trutv,1.0.0,US,05/08/2020,0,TVE,Chris Webber's Full Court Pranks,1,2,Terrell Owens vs. Justin the Fan,05/01/2020,07/24/2020,1472,TV-14,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-2/terrell-owens-vs-justin-the-fan,2107940,2112728,0
trutv,1.0.0,US,05/08/2020,0,TVE,Chris Webber's Full Court Pranks,1,3,Josh Norman vs. Justin The Fan,05/01/2020,07/24/2020,1472,TV-14,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-3/josh-norman-vs-justin-the-fan,2107940,2112729,0
trutv,1.0.0,US,05/08/2020,0,TVE,Chris Webber's Full Court Pranks,1,4,Shawne Merriman vs. Clarence the Fan,05/01/2020,07/24/2020,1472,TV-14,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-4/shawne-merriman-vs-clarence-the-fan,2107940,2112730,0
trutv,1.0.0,US,05/08/2020,0,TVE,Chris Webber's Full Court Pranks,1,5,Paul Rodriguez vs. Erin the Fan,05/01/2020,07/24/2020,1472,TV-14,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-5/paul-rodriguez-vs-erin-the-fan,2107940,2112731,0
trutv,1.0.0,US,05/08/2020,0,TVE,Chris Webber's Full Court Pranks,1,6,Goldberg vs. Guy the Fan,05/01/2020,07/24/2020,1472,TV-14,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-6/goldberg-vs-guy-the-fan,2107940,2112732,0
trutv,1.0.0,US,05/08/2020,0,TVE,Chris Webber's Full Court Pranks,1,7,Shane Ray vs. Michael the Fan,05/01/2020,07/24/2020,1472,TV-14,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-7/shane-ray-vs-michael-the-fan,2107940,2112733,0
trutv,1.0.0,US,05/08/2020,0,TVE,Chris Webber's Full Court Pranks,1,8,Hope Solo vs. Chyna the Fan,05/01/2020,07/24/2020,1472,TV-14,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-8/hope-solo-vs-chyna-the-fan,2107940,2112734,0
trutv,1.0.0,US,05/08/2020,0,TVE,Chris Webber's Full Court Pranks,1,9,Chris Webber vs Bo the Fan,05/01/2020,07/24/2020,1472,TV-14,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-9/chris-webber-vs-bo-the-fan,2107940,2112735,0
trutv,1.0.0,US,05/08/2020,0,TVE,Chris Webber's Full Court Pranks,1,10,Connor Fields vs Taina the Fan,05/01/2020,07/24/2020,1472,TV-PG,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-10/connor-fields-vs-taina-the-fan,2107940,2112736,0
trutv,1.0.0,US,05/08/2020,0,TVE,Chris Webber's Full Court Pranks,1,11,Tara Lipinski vs Valeria the Fan,05/01/2020,07/24/2020,1472,TV-14,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-11/tara-lipinski-vs-valeria-the-fan,2107940,2112737,0
trutv,1.0.0,US,05/08/2020,0,TVE,Chris Webber's Full Court Pranks,1,12,Candace Parker vs Delmy the Fan,05/01/2020,07/24/2020,1472,TV-14,en,http://www.trutv.com/shows/chris-webbers-full-court-pranks,http://www.trutv.com/shows/chris-webbers-full-court-pranks/season-1/episode-12/candace-parker-vs-delmy-the-fan,2107940,2112738,0
